!
! DEFAULT NETWORK FOR UCLCHEM. BASED ON QUENARD ET AL. 2018 WITH LARGE COMS REMOVED
! DOES A GOOD JOB OF RECREATING MAJOR ICE ABUNDANCES BUT BEYOND THIS WE DO NOT VOUCH FOR IT
! ALL UCLCHEM USERS MUST UNDERSTAND THEIR OWN NETWORKS AND DECIDE WHICH RATES TO USE.
!
! H ABSTRACTION REACTIONS. RATES FROM GARROD 2008
!
SI18O,FREEZE,,#H2SI18O,,,,1,0,0,,,
SI18O+,FREEZE,,#H2SI18O,,,,1,1,0,,,
SI18OH+,FREEZE,,#H2SI18O,,,,1,1,0,,,
H2SI18O,FREEZE,,#H2SI18O,,,,1,0,0,,,
H3C18O+,FREEZE,,#CH318OH,,,,1,1,0,,,
C18O,FREEZE,,#C18O,,,,1.0,0,0,,,
H2C18O,FREEZE,,#H2C18O,,,,1,0,0,,,
18OH,FREEZE,,#18OH,,,,1.0,0,0,,,
N18O,FREEZE,,#N18O,,,,1,0,0,,,
H218O,FREEZE,,#H218O,,,,1,0,0,,,
H318O+,FREEZE,,#H218O,H,,,1,0,0,,,
HC18O,FREEZE,,#HC18O,,,,1.0,0,0,,,
18O+,FREEZE,,#18O,,,,1,1,0,,,
18OH+,FREEZE,,#18OH,,,,1,1,0,,,
C18O+,FREEZE,,#C18O,,,,1,1,0,,,
N18O+,FREEZE,,#N18O,,,,1,1,0,,,
H218O+,FREEZE,,#H218O,,,,1,1,0,,,
HC18O+,FREEZE,,#H2C18O,,,,1,1,0,,,
H2C18O+,FREEZE,,#H2C18O,,,,1,1,0,,,
18O,FREEZE,,#18O,,,,1,0,0,,,
S18O,FREEZE,,#S18O,,,,1,0,0,,,
18OCS,FREEZE,,#18OCS,,,,1,0,0,,,
S18O+,FREEZE,,#S18O,,,,1,1,0,,,
18OCS+,FREEZE,,#18OCS,,,,1,1,0,,,
HN18O,FREEZE,,#HN18O,,,,1,0,0,,,
HN18O+,FREEZE,,#HN18O,,,,1,1,0,,,
H2N18O+,FREEZE,,#HN18O,H,,,1,1,0,,,
HS18O+,FREEZE,,#S18O,H,,,1,1,0,,,
H18OCS+,FREEZE,,#18OCS,H,,,1,1,0,,,
CH218OH,FREEZE,,#CH218OH,,,,1,0,0,,,
H3C18O,FREEZE,,#H3C18O,,,,1,0,0,,,
CH3CH18O,FREEZE,,#CH3CH18O,,,,1,0,0,,,
NH2CH18O,FREEZE,,#NH2CH18O,,,,1,0,0,,,
#HC18OOH,CRP,,#HC18OO,H,,,3E-16,0,0,,
#HCO18OH,CRP,,#HCO18O,H,,,3E-16,0,0,,
#C18O,#OH,DIFF,#C18OO,,,,1,0,1000,,, !IOPPOLO 2013
#C18O,#OH,CHEMDES,C18OO,,,,1,0,1000,,,
#CO,#18OH,DIFF,#C18OO,,,,1,0,1000,,, !IOPPOLO 2013
#CO,#18OH,CHEMDES,C18OO,,,,1,0,1000,,,
#18O,#O,DIFF,#18OO,,,,1,0,0,,,
#18O,#O,CHEMDES,18OO,,,,1,0,0,,,
#H2C18O,#O,DIFF,#C18OO,H2,,,1,0,0,,,
#H2C18O,#O,CHEMDES,C18OO,H2,,,1,0,0,,,
#H2CO,#18O,DIFF,#C18OO,H2,,,1,0,0,,,
#H2CO,#18O,CHEMDES,C18OO,H2,,,1,0,0,,,
#18O,#HONC,DIFF,#18OOH,#CN,,,1,0,0,,,
#18O,#HONC,CHEMDES,18OOH,CN,,,1,0,0,,,
#O,#H18ONC,DIFF,#18OOH,#CN,,,1,0,0,,,
#O,#H18ONC,CHEMDES,18OOH,CN,,,1,0,0,,,
#18O,#OCN,DIFF,#CO,#N18O,,,1,0,0,,,
#18O,#OCN,CHEMDES,CO,N18O,,,1,0,0,,,
#O,#18OCN,DIFF,#C18O,#NO,,,1,0,0,,,
#O,#18OCN,CHEMDES,C18O,NO,,,1,0,0,,,
#H3C18O,#HNCO,DIFF,#CH318OH,#OCN,,,0,0,1200,,,
#H3CO,#HNC18O,DIFF,#CH3OH,#18OCN,,,0,0,1200,,,
#18OH,#HNCO,DIFF,#H218O,#OCN,,,0,0,1290,,,
#OH,#HNC18O,DIFF,#H2O,#18OCN,,,0,0,1290,,,
#HC18O,#H3CO,DIFF,#HC18OOCH3,,,,1.0,0,0,,,
#HC18O,#H3CO,CHEMDES,HC18OOCH3,,,,1.0,0,0,,,
#HCO,#H3C18O,DIFF,#HCO18OCH3,,,,1.0,0,0,,,
#HCO,#H3C18O,CHEMDES,HCO18OCH3,,,,1.0,0,0,,,
#HC18O,#CH2OH,DIFF,#HC18OOCH3,,,,1.0,0,0,,,
#HC18O,#CH2OH,CHEMDES,HC18OOCH3,,,,1.0,0,0,,,
#HCO,#CH218OH,DIFF,#HCO18OCH3,,,,1.0,0,0,,,
#HCO,#CH218OH,CHEMDES,HCO18OCH3,,,,1.0,0,0,,,
#HC18O,#OH,DIFF,#HC18OOH,,,,1.0,0,0,,,
#HC18O,#OH,CHEMDES,HC18OOH,,,,1.0,0,0,,,
#HCO,#18OH,DIFF,#HCO18OH,,,,1.0,0,0,,,
#HCO,#18OH,CHEMDES,HCO18OH,,,,1.0,0,0,,,
C18OOCH4+,FREEZE,,#HC18OOCH3,,,,1,1,0,,,
CO18OCH4+,FREEZE,,#HCO18OCH3,,,,1,1,0,,,
C18OO,FREEZE,,#C18OO,,,,1,0,0,,,
18OO+,FREEZE,,#18OO,,,,1,1,0,,,
HC18OO+,FREEZE,,#C18OO,H,,,1,1,0,,,
18OO,FREEZE,,#18OO,,,,1,0,0,,,
S18OO,FREEZE,,#S18OO,,,,1,0,0,,,
N18OO,FREEZE,,#N18OO,,,,1,0,0,,,
18OOH+,FREEZE,,#18OOH,,,,1,1,0,,,
S18OO+,FREEZE,,#S18OO,,,,1,1,0,,,
18OOH,FREEZE,,#18OOH,,,,1,0,0,,,
HS18OO+,FREEZE,,#S18OO,H,,,1,1,0,,,
HC18OO,FREEZE,,#HC18OO,,,,1,0,0,,
HC18OOH,FREEZE,,#HC18OOH,,,,1,0,0,,
HCO18O,FREEZE,,#HCO18O,,,,1,0,0,,
HCO18OH,FREEZE,,#HCO18OH,,,,1,0,0,,
!
! 18O FRACTIONATION AT 100K
!
C18O,HCO+,,HC18O+,CO,,,2.1E-10,0,0,,,
HC18O+,CO,,C18O,HCO+,,,2.1E-10,0,6.3,,,
H3O+,H218O,,H318O+,H2O,,,1.4E-9,0,0,,,
H318O+,H2O,,H3O+,H218O,,,1.4E-9,0,14.5,,,
18O+,CO,,C18O,O+,,,2.6E-10,0,0,,,
C18O,O+,,18O+,CO,,,2.6E-10,0,38,,,
18O,SO+,,O,S18O+,,,1.8E-10,0,0,,,
O,S18O+,,18O,SO+,,,1.8E-10,0,37.3,,,
18O,NO,,N18O,O,,,4.1E-11,0,0,,,
N18O,O,,18O,NO,,,4.1E-11,0,36.3,,,
18O,SO,,S18O,O,,,3.1E-11,0,0,,,
S18O,O,,18O,SO,,,3.1E-11,0,31.5,,,
18O,O2,,O,18OO,,,4.8E-12,0,0,,,
O,18OO,,18O,O2,,,2.4E-12,0,32.3,,,
